plan_id,plan_name,language,sport,distance,difficulty,price,weeks,web,link,pace_based,hr_based,power_based,strength,weight_loss,time_goal,is_published,8020_level,colection,pixel,url,send_to_big_query?,sent_to_big_query,TP_SUB,
392377,Plan 4 Semanas: Natación Velocidad 🏊 - Mejora de Ritmos (Intermedio),Spanish,Swimming,Speed,Intermediate,24.99,4,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-392377/nadar-mas-rapido-en-4-semanas-con-el-sistema-80-20-polarizado-sincroniza-con-gar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392377&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392377&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: Speed, Difficulty: Intermediate, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: Plan 4 Semanas: Natación Velocidad 🏊 - Mejora de Ritmos (Intermedio)"
392378,Plan 8 Semanas: Natación Velocidad 🏊 - Sistema Polarizado (Principiante),Spanish,Swimming,Speed,Beginner,48.00,8,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-392378/nadar-mas-rapido-8-semanas-sistema-polarizado-sincroniza-con-garmin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392378&price=48' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392378&price=48,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: Speed, Difficulty: Beginner, Price: USD 48, Duration in weeks: 8 , Plan name in trainingpeaks marketplace: Plan 8 Semanas: Natación Velocidad 🏊 - Sistema Polarizado (Principiante)"
392381,Plan 8 Semanas: 5 km Corre con Potencia ⚡ (Stryd Principiante),Spanish,Running,5 km,Beginner,39.99,8,https://www.trainingpeaks.com/my-training-plans/running-es,https://www.trainingpeaks.com/training-plans/running/5km/tp-392381/5-km-principiantes-stryd-potencia-sistema-polarizado-80-20-soporte-por-mail-ilim,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392381&price=39.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392381&price=39.99,TRUE,TRUE,FALSE,"Sport: Running, Focus / distance: 5 km, Difficulty: Beginner, Price: USD 39.99, Duration in weeks: 8 , Plan name in trainingpeaks marketplace: Plan 8 Semanas: 5 km Corre con Potencia ⚡ (Stryd Principiante)"
392504,Plan 12 Semanas: 5 km Corre con Potencia ⚡ (Stryd Intermedios),Spanish,Running,5 km,Intermediate,49.99,12,https://www.trainingpeaks.com/my-training-plans/running-es,https://www.trainingpeaks.com/training-plans/running/5km/tp-392504/5-km-principiantes-extendido-stryd-potencia-polarizado-80-20-soporte-por-mail-il,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392504&price=49.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392504&price=49.99,TRUE,TRUE,FALSE,"Sport: Running, Focus / distance: 5 km, Difficulty: Intermediate, Price: USD 49.99, Duration in weeks: 12 , Plan name in trainingpeaks marketplace: Plan 12 Semanas: 5 km Corre con Potencia ⚡ (Stryd Intermedios)"
392758,Plan 8 Semanas: 10 km Corre con Potencia ⚡ (Stryd Principiante),Spanish,Running,10 km,Beginner,39.99,8,https://www.trainingpeaks.com/my-training-plans/running-es,https://www.trainingpeaks.com/training-plans/running/10km/tp-392758/10-km-principiantes-stryd-potencia-sistema-polarizado-80-20-soporte-por-mail-ili,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392758&price=39.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392758&price=39.99,TRUE,TRUE,FALSE,"Sport: Running, Focus / distance: 10 km, Difficulty: Beginner, Price: USD 39.99, Duration in weeks: 8 , Plan name in trainingpeaks marketplace: Plan 8 Semanas: 10 km Corre con Potencia ⚡ (Stryd Principiante)"
392759,Plan 12 Semanas: 10 km Corre con Potencia ⚡ (Stryd Intermedios),Spanish,Running,10 km,Intermediate,34.99,12,https://www.trainingpeaks.com/my-training-plans/running-es,https://www.trainingpeaks.com/training-plans/running/10km/tp-392759/10-km-principiantes-extendido-stryd-potencia-polarizado-80-20-soporte-por-mail-i,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392759&price=34.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=392759&price=34.99,TRUE,TRUE,FALSE,"Sport: Running, Focus / distance: 10 km, Difficulty: Intermediate, Price: USD 34.99, Duration in weeks: 12 , Plan name in trainingpeaks marketplace: Plan 12 Semanas: 10 km Corre con Potencia ⚡ (Stryd Intermedios)"
393660,Plan 4 Semanas: Natación 1500m 🏊 - Domina la Distancia (Intermedio),Spanish,Swimming,1500m,Intermediate,24.99,4,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-408606/tus-primeros-1500m-en-4-semanas-sincroniza-con-garmin-soporte-ilimitado-por-mail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=393660&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=393660&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 1500m, Difficulty: Intermediate, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: Plan 4 Semanas: Natación 1500m 🏊 - Domina la Distancia (Intermedio)"
393663,Plan 4 Semanas: Natación 1900m 🏊 - Tu Primer 1.9k (Intermedio),Spanish,Swimming,1900m,Intermediate,24.99,4,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-393663/domina-los-1900m-en-4-semanas-con-el-sistema-polarizado-80-20-sincroniza-con-gar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=393663&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=393663&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 1900m, Difficulty: Intermediate, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: Plan 4 Semanas: Natación 1900m 🏊 - Tu Primer 1.9k (Intermedio)"
393676,Plan 8 Semanas: Tus primeros 3000m - Sistema polarizado 80-20,Spanish,Swimming,3000m,Intermediate,39.99,8,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-393676/tus-primeros-3000m-en-8-semanas-con-el-sistema-polarizado-80-20-sincroniza-con-g,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=393676&price=39.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=393676&price=39.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 3000m, Difficulty: Intermediate, Price: USD 39.99, Duration in weeks: 8 , Plan name in trainingpeaks marketplace: Plan 8 Semanas: Tus primeros 3000m - Sistema polarizado 80-20"
395435,8 Week 5 km Power: Run with Stryd ⚡ (Beginner),English,Running,5 km,Beginner,39.99,8,https://www.trainingpeaks.com/my-training-plans/running-en,https://www.trainingpeaks.com/training-plans/running/5km/tp-395435/5-km-beginners-run-with-power-stryd-science-based-polarized-80-20-unlimited-mail,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=395435&price=39.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=395435&price=39.99,TRUE,TRUE,FALSE,"Sport: Running, Focus / distance: 5 km, Difficulty: Beginner, Price: USD 39.99, Duration in weeks: 8 , Plan name in trainingpeaks marketplace: 8 Week 5 km Power: Run with Stryd ⚡ (Beginner)"
395634,12 Week 5 km Power: Run with Stryd ⚡ (Extended),English,Running,5 km,Beginner,49.99,12,https://www.trainingpeaks.com/my-training-plans/running-en,https://www.trainingpeaks.com/training-plans/running/5km/tp-395634/5-km-beginners-extended-run-with-power-stryd-polarized-80-20-unlimited-mail-supp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=395634&price=49.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=395634&price=49.99,TRUE,TRUE,FALSE,"Sport: Running, Focus / distance: 5 km, Difficulty: Beginner, Price: USD 49.99, Duration in weeks: 12 , Plan name in trainingpeaks marketplace: 12 Week 5 km Power: Run with Stryd ⚡ (Extended)"
395635,8 Week 5 km Speed: Run 🏃 (Intermediate),English,Running,5 km,Intermediate,39.99,8,https://www.trainingpeaks.com/my-training-plans/running-en,https://www.trainingpeaks.com/training-plans/running/5km/tp-395635/5-km-for-intermediates-science-based-polarized-80-20-unlimited-email-support,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=395635&price=39.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=395635&price=39.99,TRUE,TRUE,TRUE,"Sport: Running, Focus / distance: 5 km, Difficulty: Intermediate, Price: USD 39.99, Duration in weeks: 8 , Plan name in trainingpeaks marketplace: 8 Week 5 km Speed: Run 🏃 (Intermediate)"
401093,4 Week Swim Challenge: Reach 1500m Non-Stop (Beginner),English,Swimming,1500m,Beginner,24.99,4,https://www.trainingpeaks.com/my-training-plans/swim-english,https://www.trainingpeaks.com/training-plans/other/swimming/tp-401093/swim-1500m-non-stop-in-4-weeks-polarized-garmin-structured-workouts,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=401093&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=401093&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 1500m, Difficulty: Beginner, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: 4 Week Swim Challenge: Reach 1500m Non-Stop (Beginner)"
401095,4 Week 70.3 Swim Prep: Reach 1900m (Half Distance),English,Swimming,1900m,Intermediate,24.99,4,https://www.trainingpeaks.com/my-training-plans/swim-english,https://www.trainingpeaks.com/training-plans/other/swimming/tp-401095/swim-1900m-non-stop-in-4-weeks-crush-the-half-distance-polarized-garmin-structur,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=401095&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=401095&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 1900m, Difficulty: Intermediate, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: 4 Week 70.3 Swim Prep: Reach 1900m (Half Distance)"
401098,8 Week Swim Speed: Polarized 80/20 (Beginner),English,Swimming,Speed,Beginner,49.99,8,https://www.trainingpeaks.com/my-training-plans/swim-english,https://www.trainingpeaks.com/training-plans/other/swimming/tp-401098/8-week-polarized-to-improve-speed-garmin-structured-workouts,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=401098&price=49.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=401098&price=49.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: Speed, Difficulty: Beginner, Price: USD 49.99, Duration in weeks: 8 , Plan name in trainingpeaks marketplace: 8 Week Swim Speed: Polarized 80/20 (Beginner)"
401100,8 Week Endurance Swim: Reach 3000m Non-Stop (Intermediate),English,Swimming,3000m,Intermediate,39.99,8,https://www.trainingpeaks.com/my-training-plans/swim-english,https://www.trainingpeaks.com/training-plans/other/swimming/tp-401100/your-first-3000m-non-stop-in-8-weeks-polarized-garmin-structured-workouts,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=401100&price=39.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=401100&price=39.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 3000m, Difficulty: Intermediate, Price: USD 39.99, Duration in weeks: 8 , Plan name in trainingpeaks marketplace: 8 Week Endurance Swim: Reach 3000m Non-Stop (Intermediate)"
408604,Plan 4 Semanas: Natación Velocidad 🏊 - Mejora de Ritmos (Principiante),Spanish,Swimming,Speed,Beginner,24.99,4,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-408604/nadar-mas-rapido-para-principiantes-sincroniza-con-garmin-soporte-por-mail-ilimi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408604&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408604&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: Speed, Difficulty: Beginner, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: Plan 4 Semanas: Natación Velocidad 🏊 - Mejora de Ritmos (Principiante)"
408606,Plan 4 Semanas: Natación 1500m 🏊 - Tu Primer 1.5k (Principiante),Spanish,Swimming,1500m,Beginner,24.99,4,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-408606/tus-primeros-1500m-en-4-semanas-sincroniza-con-garmin-soporte-ilimitado-por-mail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408606&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408606&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 1500m, Difficulty: Beginner, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: Plan 4 Semanas: Natación 1500m 🏊 - Tu Primer 1.5k (Principiante)"
408607,Plan 4 Semanas: Natación 1900m 🏊 - Tu Primer 1.9k (Intermedio),Spanish,Swimming,1900m,Intermediate,24.99,4,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-408607/tus-primeros-1900m-sincroniza-con-garmin-soporte-ilimitado-por-mail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408607&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408607&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 1900m, Difficulty: Intermediate, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: Plan 4 Semanas: Natación 1900m 🏊 - Tu Primer 1.9k (Intermedio)"
408608,Plan 4 Semanas: Natación 1500m 🏊 - Polarizado 80/20 (Avanzado),Spanish,Swimming,1500m,Advanced,24.99,4,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-408608/1500m-para-avanzados-polarizado-sincroniza-con-garmin-soporte-ilimitado-por-mail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408608&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408608&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 1500m, Difficulty: Advanced, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: Plan 4 Semanas: Natación 1500m 🏊 - Polarizado 80/20 (Avanzado)"
408609,Plan 4 Semanas: Natación 1900m 🏊 - Polarizado 80/20 (Avanzado) [Domina la media distancia],Spanish,Swimming,1900m,Advanced,24.99,4,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-408609/1900m-para-avanzados-polarizado-sincroniza-con-garmin-soporte-ilimitado-por-mail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408609&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408609&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 1900m, Difficulty: Advanced, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: Plan 4 Semanas: Natación 1900m 🏊 - Polarizado 80/20 (Avanzado) [Domina la media distancia]"
408611,Ultra: 3800m a 5000m para avanzados - Polarizado - Sincroniza con Garmin - Reutilizable,Spanish,Swimming,3800m,Advanced,39.99,8,https://www.trainingpeaks.com/my-training-plans/natacion-espanol,https://www.trainingpeaks.com/training-plans/other/swimming/tp-408611/3800m-a-5000m-para-avanzados-polarizado-sincroniza-con-garmin-soporte-ilimitado-por-mail,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408611&price=39.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408611&price=39.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: 3800m, Difficulty: Advanced, Price: USD 39.99, Duration in weeks: 8 , Plan name in trainingpeaks marketplace: Ultra: 3800m a 5000m para avanzados - Polarizado - Sincroniza con Garmin - Reutilizable"
408613,4 Week Swim Booster: Endurance Focus (Intermediate),English,Swimming,Endurance,Intermediate,24.99,4,https://www.trainingpeaks.com/my-training-plans/swim-english,https://www.trainingpeaks.com/training-plans/other/swimming/tp-408613/4-week-polarized-to-improve-endurance-garmin-structured-workouts-unlimited-email,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,<img src='https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408613&price=24.99' alt='' width='1' height='1' />,https://plan-tracker-bigquery-886839543547.us-central1.run.app?plan_id=408613&price=24.99,TRUE,TRUE,TRUE,"Sport: Swimming, Focus / distance: Endurance, Difficulty: Intermediate, Price: USD 24.99, Duration in weeks: 4 , Plan name in trainingpeaks marketplace: 4 Week Swim Booster: Endurance Focus (Intermediate)"
